49,2958;0,0000;49,295776;;sample;44100
50,9070;-4,2053;51,08041248;;window;2048
51,5005;-7,6930;52,07186802;;time-window;21,53320313
54,8616;-13,5687;56,51460532;;;
59,3676;-18,0889;62,0622493;;;
66,1726;-27,2230;71,55351938;;;
79,8854;-37,6517;88,31380626;;;
101,9720;-58,9314;117,7760048;;;
167,4000;-109,6047;200,0898615;;;
656,3151;-497,2625;823,4193674;;;
-238,6559;206,4292;315,5465792;;;
-85,0477;83,1625;118,9500644;;;
-45,4980;51,7021;68,87071058;;;
-26,3021;34,7836;43,60844718;;;
-15,1575;25,1548;29,36859853;;;
-6,8187;16,7643;18,09799495;;;
-0,5124;11,0026;11,01451831;;;
5,4014;3,4650;6,417248405;;;
12,0878;-2,2425;12,29408583;;;
18,3752;-12,3941;22,16447499;;;
31,0757;-23,7947;39,13926855;;;
45,9249;-46,4693;65,33375043;;;
98,3936;-104,3327;143,4106483;;;
537,4291;-641,4263;836,814039;;;
-165,2662;214,5984;270,8604539;;;
-73,4280;97,0476;121,6959549;;;
-47,2471;71,2304;85,47553655;;;
-36,9850;53,4429;64,99256545;;;
-27,5622;46,1444;53,74919523;;;
-24,9692;39,7520;46,94340801;;;
-19,6717;35,0831;40,22188981;;;
-18,4738;32,7237;37,57823119;;;
-15,6290;28,8725;32,83118188;;;
-14,2494;28,0610;31,4716486;;;
-13,1599;25,0718;28,31574201;;;
-11,3894;24,4857;27,00499259;;;
-11,3179;22,5996;25,27523588;;;
-9,5210;21,6206;23,62409414;;;
-9,7074;20,8018;22,95536745;;;
-8,3610;19,3873;21,11332966;;;
-8,2446;19,2690;20,95872856;;;
-7,6157;17,7484;19,31336154;;;
-7,0014;17,8032;19,13046178;;;
-7,0183;16,5979;18,0207724;;;
-6,0696;16,3900;17,47771759;;;
-6,3924;15,7550;17,00245117;;;
-5,4714;15,1177;16,07736141;;;
-5,6931;15,0208;16,06346355;;;
-5,1289;14,0890;14,99348191;;;
-4,9857;14,2554;15,10210146;;;
-4,8993;13,3399;14,21111567;;;
-4,3828;13,4217;14,11920152;;;
-4,6432;12,8157;13,63086426;;;
-3,9691;12,5792;13,1904894;;;
-4,2879;12,3961;13,11674874;;;
-3,7492;11,8299;12,40984598;;;
-3,8522;11,9594;12,56445103;;;
-3,6491;11,2526;11,82945324;;;
-3,4217;11,4405;11,94122298;;;
-3,5604;10,8558;11,42477706;;;
-3,0884;10,8546;11,28540319;;;
-3,3952;10,5755;11,10716854;;;
-2,9023;10,2769;10,67887212;;;
-3,1321;10,3136;10,77867498;;;
-2,8402;9,7939;10,19742368;;;
-2,8185;9,9893;10,37928236;;;
-2,8255;9,4515;9,864764506;;;
-2,5368;9,5814;9,911539964;;;
-2,7713;9,2301;9,637190735;;;
-2,3556;9,1318;9,43074965;;;
-2,6291;9,0597;9,43344568;;;
-2,2904;8,7173;9,013144737;;;
-2,4093;8,8604;9,182166115;;;
-2,2988;8,4004;8,70920783;;;
-2,1737;8,5851;8,855968164;;;
-2,3060;8,1975;8,515681973;;;
-1,9929;8,2423;8,479801232;;;
-2,2497;8,0697;8,377387511;;;
-1,9084;7,8887;8,116213139;;;
-2,1104;7,9474;8,222797655;;;
-1,9103;7,5904;7,827077265;;;
-1,9224;7,7700;8,004233591;;;
-1,9445;7,3873;7,638968644;;;
-1,7484;7,5195;7,720120821;;;
-1,9460;7,2707;7,52657514;;;
-1,6430;7,2265;7,410866891;;;
-1,8751;7,1894;7,429930978;;;
-1,6229;6,9496;7,136588597;;;
-1,7376;7,0818;7,29190537;;;
-1,6587;6,7419;6,942951358;;;
-1,5803;6,9099;7,088351764;;;
-1,6938;6,6185;6,831794673;;;
-1,4599;6,6790;6,836706801;;;
-1,6766;6,5528;6,763933105;;;
-1,4125;6,4306;6,583915176;;;
-1,5909;6,4898;6,681993657;;;
-1,4337;6,2210;6,384102332;;;
-1,4597;6,3812;6,54605935;;;
-1,4809;6,0836;6,261294712;;;
-1,3354;6,2101;6,352076498;;;
-1,5023;6,0145;6,199314538;;;
-1,2628;5,9986;6,130054451;;;
-1,4632;5,9744;6,150961838;;;
-1,2590;5,7949;5,930086122;;;
-1,3670;5,9125;6,068477559;;;
-1,3019;5,6437;5,791873695;;;
-1,2500;5,7962;5,929486705;;;
-1,3454;5,5604;5,720839641;;;
-1,1603;5,6270;5,745414954;;;
-1,3460;5,5252;5,686782128;;;
-1,1290;5,4396;5,555480837;;;
-1,2874;5,4933;5,642132593;;;
-1,1550;5,2798;5,404622104;;;
-1,1887;5,4224;5,551165732;;;
-1,2048;5,1782;5,316554572;;;
-1,0916;5,2976;5,408902857;;;
-1,2339;5,1343;5,280449035;;;
-1,0362;5,1352;5,238692045;;;
-1,2125;5,1162;5,257897531;;;
-1,0386;4,9761;5,083289973;;;
-1,1399;5,0799;5,206274276;;;
-1,0811;4,8586;4,977386499;;;
-1,0467;4,9972;5,105660199;;;
-1,1265;4,7978;4,928286572;;;
-0,9740;4,8667;4,963241334;;;
-1,1359;4,7787;4,911897329;;;
-0,9510;4,7177;4,812638946;;;
-1,0944;4,7644;4,888510441;;;
-0,9772;4,5893;4,692207406;;;
-1,0159;4,7176;4,825755958;;;
-1,0260;4,5104;4,625576352;;;
-0,9356;4,6226;4,716285622;;;
-1,0584;4,4810;4,604311586;;;
-0,8902;4,4929;4,580222493;;;
-1,0469;4,4747;4,595525121;;;
-0,8942;4,3629;4,453580317;;;
-0,9899;4,4548;4,563469714;;;
-0,9351;4,2665;4,367788973;;;
-0,9132;4,3940;4,48787374;;;
-0,9801;4,2203;4,332556838;;;
-0,8516;4,2905;4,374182526;;;
-0,9943;4,2111;4,326874338;;;
-0,8323;4,1677;4,249979848;;;
-0,9637;4,2073;4,316277385;;;
-0,8574;4,0609;4,150465836;;;
-0,8989;4,1759;4,271568692;;;
-0,9033;3,9958;4,096652636;;;
-0,8304;4,1020;4,185197524;;;
-0,9370;3,9751;4,084001343;;;
-0,7906;3,9951;4,072578426;;;
-0,9321;3,9763;4,084109466;;;
-0,7949;3,8855;3,965970058;;;
-0,8863;3,9669;4,064656304;;;
-0,8329;3,8046;3,894713731;;;
-0,8206;3,9214;4,006323005;;;
-0,8761;3,7669;3,867399845;;;
-0,7666;3,8373;3,91311325;;;
-0,8936;3,7637;3,868383894;;;
-0,7494;3,7335;3,807940813;;;
-0,8709;3,7668;3,866199903;;;
-0,7719;3,6420;3,722867532;;;
-0,8158;3,7463;3,834044908;;;
-0,8150;3,5869;3,678338407;;;
-0,7557;3,6871;3,763716746;;;
-0,8489;3,5714;3,670892149;;;
-0,7203;3,5973;3,668710354;;;
-0,8488;3,5775;3,676804789;;;
-0,7235;3,5030;3,576898277;;;
-0,8112;3,5750;3,66591169;;;
-0,7587;3,4328;3,515654342;;;
-0,7536;3,5410;3,620273085;;;
-0,7997;3,4012;3,493918836;;;
-0,7053;3,4708;3,541777885;;;
-0,8192;3,4015;3,498793023;;;
-0,6891;3,3817;3,451224359;;;
-0,8022;3,4091;3,502225192;;;
-0,7094;3,3017;3,377014394;;;
-0,7548;3,3964;3,479251741;;;
-0,7497;3,2535;3,33878892;;;
